,,,,,,,,,,"采购入库明细报表",,,,,,,,,,,
"门店名称:九记·東門口",,,,,,,,,,,,,,,,,,,,,
"查询条件:总部/门店:[九记·東門口;店铺编码：CC000010045,東門口温州店;店铺编码：CS009040522,(闭店)東門口上海中庚漫游城店;店铺编码：CS009040523,東門口桐乡万象汇店;店铺编码：CS009054282,東門口武林店;店铺编码：CS003031459,東門口奥体店;店铺编码：CS003030504,東門口苏州店;店铺编码：CS009039921,(闭店)炎合里中国北方菜;店铺编码：CS011000128,(闭店)炎合里金华永盛购物中心店;店铺编码：CS009035567,東門口远洋店;店铺编码：CS003021468,(闭店)东门口96店;店铺编码：CS003025461,東門口杭州滨江龙湖店;店铺编码：CS009051886,東門口无锡店;店铺编码：CS009050468,焱合里自助火锅文一路店;店铺编码：CS009034590,東門口金华世贸店;店铺编码：CS009037775,京熹顺杭州金沙店;店铺编码：CS009053371,東門口富阳店;店铺编码：CS009049555,東門口上海西郊百联店;店铺编码：CS009050467,巷口锅香文一路店;店铺编码：CS009058665,東門口501店;店铺编码：CS009040508,華門新京菜中国茶(欧美广场EFC店);店铺编码：CS009035566,小蒸娘老杭州萧山蒸菜;店铺编码：CS009057694,東門口啦啦宝都店;店铺编码：CS009040524,京熹顺南京店;店铺编码：CS009053417]; 单据状态:全部; 供应商:全部; 入库仓库:全部; 日期类型:单据业务日期; 日期范围:[""2026-02-01"",""2026-02-28""]; 查询条件:",,,,,,,,,,,,,,,,,,,,,
"店铺名称","单号","单据业务日期","单据操作日期","状态","入库仓库","供应商","原料分类","原料条形码","原料名称","规格","入库单位","入库数量","计价单位","单价(元)","金额(元)","税率(%)","不含税单价(元)","不含税金额(元)","税额(元)","整单备注",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000000244	","小米椒","","斤",2.00,"斤",17.00,34.00,0,17.00,34.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000000442	","高度白酒","","瓶",1.00,"瓶",16.00,16.00,0,16.00,16.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000003740	","花椒油","","瓶",1.00,"瓶",20.00,20.00,0,20.00,20.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000011141	","香菜","","斤",3.00,"斤",10.50,31.50,0,10.50,31.50,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000000282	","蒜子/蒜米","","斤",5.00,"斤",4.50,22.50,0,4.50,22.50,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","水吧原料","2000000013503	","去皮板栗","","斤",1.00,"斤",15.00,15.00,0,15.00,15.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000005287	","山楂糕","500g","包",5.00,"包",9.00,45.00,0,9.00,45.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000003672	","冰糖","","斤",1.00,"斤",6.00,6.00,0,6.00,6.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","水吧原料","2000000013497	","红小豆","","斤",5.00,"斤",9.50,47.50,0,9.50,47.50,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000014074	","蝴蝶面","","包",4.00,"包",16.50,66.00,0,16.50,66.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000442	","鸭血","","盒",20.00,"盒",3.50,70.00,0,3.50,70.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000014913	","鸡枞菇","","斤",3.00,"斤",25.00,75.00,0,25.00,75.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000237	","生菜","","斤",5.00,"斤",3.50,17.50,0,3.50,17.50,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000017204	","莲藕","","斤",2.40,"斤",4.00,9.60,0,4.00,9.60,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000084	","响铃卷","","包",10.00,"包",6.60,66.00,0,6.60,66.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000466	","酸白菜丝","500G","包",10.00,"包",3.50,35.00,0,3.50,35.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000329	","茼蒿","","斤",5.60,"斤",4.20,23.52,0,4.20,23.52,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000473	","金针菇","","斤",10.00,"斤",4.50,45.00,0,4.50,45.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000003122	","魔芋结","","盒",20.00,"盒",1.75,35.00,0,1.75,35.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000016788	","王守义麻辣鲜","","瓶",3.00,"瓶",6.00,18.00,0,6.00,18.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000016795	","叮当婆烧烤酱","130g","包",5.00,"包",8.00,40.00,0,8.00,40.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000013411	","鲜麻辣鲜露","448g","瓶",3.00,"瓶",25.00,75.00,0,25.00,75.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000016405	","凤球唛辣椒油","","瓶",2.00,"瓶",16.00,32.00,0,16.00,32.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000016887	","心里美","","斤",5.40,"斤",4.50,24.30,0,4.50,24.30,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000016986	","碱面","","斤",25.00,"斤",3.50,87.50,0,3.50,87.50,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000000381	","大葱","","斤",10.00,"斤",4.30,43.00,0,4.30,43.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000305	","娃娃菜","","包",15.00,"包",6.50,97.50,0,6.50,97.50,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000016290	","白木耳","","斤",2.00,"斤",45.00,90.00,0,45.00,90.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000367	","胡萝卜","","斤",5.30,"斤",2.60,13.78,0,2.60,13.78,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000020174	","青菜","","斤",6.00,"斤",2.70,16.20,0,2.70,16.20,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000374	","白萝卜","","斤",20.30,"斤",1.20,24.36,0,1.20,24.36,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000009780	","去皮玉米","","斤",15.00,"斤",4.80,72.00,0,4.80,72.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000398	","去皮莴笋","","斤",15.60,"斤",3.80,59.28,0,3.80,59.28,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000015811	","绿豆芽","","斤",5.00,"斤",1.30,6.50,0,1.30,6.50,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","低值易耗品","2000000002651	","胶皮手套","","对",1.00,"对",5.00,5.00,0,5.00,5.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000299	","黄瓜","","斤",15.40,"斤",4.50,69.30,0,4.50,69.30,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000016696	","大桶陈醋","","桶",1.00,"桶",28.00,28.00,0,28.00,28.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000016993	","海鲜酱","","瓶",1.00,"瓶",17.00,17.00,0,17.00,17.00,0.00,"",
"東門口奥体店","20260223000018	","2026-02-13","2026-02-23","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000017013	","柱候酱","","瓶",1.00,"瓶",17.00,17.00,0,17.00,17.00,0.00,"",
"東門口奥体店","20260224000023	","2026-02-14","2026-02-24","已收货","低值易耗品专用仓","御嘉供应商","员工餐","2000000010625	","当日员工餐合计","","批",1.00,"批",2090.30,2090.30,0,2090.30,2090.30,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000000695	","大豆油","","桶",2.00,"桶",52.00,104.00,0,52.00,104.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000000688	","鸡精","1KG","包",1.00,"包",28.00,28.00,0,28.00,28.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","低值易耗品专用仓","御嘉供应商","低值易耗品","2000000002491	","保鲜膜","","包",6.00,"包",25.00,150.00,0,25.00,150.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","低值易耗品","2000000002781	","厨师帽","","包",1.00,"包",17.00,17.00,0,17.00,17.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","低值易耗品","2000000002996	","苦荞茶","","盒",1.00,"盒",45.00,45.00,0,45.00,45.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","低值易耗品专用仓","御嘉供应商","低值易耗品","2000000000862	","连卷袋","","卷",1.00,"卷",26.00,26.00,0,26.00,26.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","低值易耗品专用仓","御嘉供应商","低值易耗品","2000000003931	","84消毒液","","桶",2.00,"桶",25.00,50.00,0,25.00,50.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","低值易耗品专用仓","御嘉供应商","低值易耗品","2000000002668	","百洁布","","卷",1.00,"卷",30.00,30.00,0,30.00,30.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","低值易耗品专用仓","御嘉供应商","低值易耗品","2000000016719	","细线手套","","包",1.00,"包",11.00,11.00,0,11.00,11.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","低值易耗品","2000000002651	","胶皮手套","","对",2.00,"对",6.00,12.00,0,6.00,12.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","鲜肉冻品类","2000000016818	","安井鱼豆腐","","包",2.00,"包",35.00,70.00,0,35.00,70.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000014074	","蝴蝶面","","包",6.00,"包",16.50,99.00,0,16.50,99.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","鲜肉冻品类","2000000003092	","甄选乌鸡卷","","斤",5.00,"斤",15.20,76.00,0,15.20,76.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","鲜肉冻品类","2000000003115	","小酥肉","20斤/箱，2斤/包","斤",10.00,"斤",19.50,195.00,0,19.50,195.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","鲜肉冻品类","2000000001371	","茴香小油条","240G","包",5.00,"包",6.00,30.00,0,6.00,30.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","鲜肉冻品类","2000000004440	","鲜美来虾滑","500g","包",10.00,"包",38.00,380.00,0,38.00,380.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000018843	","鸿光素鸡","","包",5.00,"包",2.50,12.50,0,2.50,12.50,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000023601	","豌豆苗","","盒",5.00,"盒",6.60,33.00,0,6.60,33.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","水果","2000000010793	","圣女果","","斤",1.00,"斤",7.00,7.00,0,7.00,7.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000014913	","鸡枞菇","","斤",1.00,"斤",25.00,25.00,0,25.00,25.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000017181	","牛肝菌","","斤",1.00,"斤",40.00,40.00,0,40.00,40.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000000275	","老姜/生姜","","斤",5.00,"斤",5.00,25.00,0,5.00,25.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000000282	","蒜子/蒜米","","斤",15.00,"斤",4.50,67.50,0,4.50,67.50,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000015811	","绿豆芽","","斤",5.00,"斤",1.30,6.50,0,1.30,6.50,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000011080	","西红柿","","斤",5.00,"斤",5.50,27.50,0,5.50,27.50,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000001012	","干豆皮","","斤",2.00,"斤",84.00,168.00,0,84.00,168.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000299	","黄瓜","","斤",23.60,"斤",4.50,106.20,0,4.50,106.20,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000016887	","心里美","","斤",5.00,"斤",4.50,22.50,0,4.50,22.50,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000020174	","青菜","","斤",19.00,"斤",2.70,51.30,0,2.70,51.30,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000009780	","去皮玉米","","斤",30.00,"斤",4.80,144.00,0,4.80,144.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000442	","鸭血","","盒",20.00,"盒",3.50,70.00,0,3.50,70.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000016290	","白木耳","","斤",5.00,"斤",45.00,225.00,0,45.00,225.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000398	","去皮莴笋","","斤",25.00,"斤",3.80,95.00,0,3.80,95.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000367	","胡萝卜","","斤",20.00,"斤",2.60,52.00,0,2.60,52.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000374	","白萝卜","","斤",64.80,"斤",1.20,77.76,0,1.20,77.76,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000017204	","莲藕","","斤",5.30,"斤",4.00,21.20,0,4.00,21.20,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000014494	","七彩土豆","","斤",20.00,"斤",4.80,96.00,0,4.80,96.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000435	","火锅川粉","240g","包",20.00,"包",3.50,70.00,0,3.50,70.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000480	","蟹味菇","","斤",8.00,"斤",9.00,72.00,0,9.00,72.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000497	","平菇","","斤",6.50,"斤",4.80,31.20,0,4.80,31.20,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000596	","鲜香菇","","斤",4.00,"斤",9.00,36.00,0,9.00,36.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000473	","金针菇","","斤",30.00,"斤",4.50,135.00,0,4.50,135.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000305	","娃娃菜","","包",40.00,"包",6.50,260.00,0,6.50,260.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","低值易耗品专用仓","御嘉供应商","低值易耗品","2000000007694	","柠檬酸","","包",15.00,"包",30.00,450.00,0,30.00,450.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","低值易耗品专用仓","御嘉供应商","低值易耗品","2000000002705	","擦手纸","","件",1.00,"件",75.00,75.00,0,75.00,75.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000011134	","小米","","斤",3.00,"斤",6.00,18.00,0,6.00,18.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","鲜肉冻品类","2000000011127	","酸奶慕斯","","包",2.00,"包",23.00,46.00,0,23.00,46.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000000244	","小米椒","","斤",5.00,"斤",17.00,85.00,0,17.00,85.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000017273	","紫叶生菜","","斤",5.00,"斤",14.00,70.00,0,14.00,70.00,0.00,"",
"東門口奥体店","20260224000024	","2026-02-15","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000329	","茼蒿","","斤",11.00,"斤",4.20,46.20,0,4.20,46.20,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000084	","响铃卷","","包",15.00,"包",6.60,99.00,0,6.60,99.00,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000473	","金针菇","","斤",10.00,"斤",4.50,45.00,0,4.50,45.00,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000237	","生菜","","斤",7.00,"斤",3.50,24.50,0,3.50,24.50,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000329	","茼蒿","","斤",6.30,"斤",4.20,26.46,0,4.20,26.46,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","水果","2000000023397	","橘子","斤","斤",15.00,"斤",3.60,54.00,0,3.60,54.00,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000001067	","王致和臭豆腐","180克，一瓶12块","瓶",1.00,"瓶",9.00,9.00,0,9.00,9.00,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000017341	","酸菜鱼料包","","包",1.00,"包",6.80,6.80,0,6.80,6.80,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000435	","火锅川粉","240g","包",3.00,"包",3.50,10.50,0,3.50,10.50,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","鲜肉冻品类","2000000016894	","黑鱼片","","盒",9.00,"盒",7.70,69.30,0,7.70,69.30,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000001098	","宽面条（斤）","","斤",5.00,"斤",3.00,15.00,0,3.00,15.00,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000016986	","碱面","","斤",5.00,"斤",3.50,17.50,0,3.50,17.50,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000011141	","香菜","","斤",11.20,"斤",10.50,117.60,0,10.50,117.60,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","水吧原料","2000000006932	","黄柠檬","","斤",2.20,"斤",8.00,17.60,0,8.00,17.60,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000000282	","蒜子/蒜米","","斤",10.00,"斤",4.50,45.00,0,4.50,45.00,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000000275	","老姜/生姜","","斤",6.00,"斤",5.00,30.00,0,5.00,30.00,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000000381	","大葱","","斤",26.90,"斤",4.30,115.67,0,4.30,115.67,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000000800	","东古一品鲜","615克","瓶",1.00,"瓶",65.00,65.00,0,65.00,65.00,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000010779	","海天酱油（桶）","","桶",2.00,"桶",35.00,70.00,0,35.00,70.00,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000016689	","蒸鱼豉油","","瓶",1.00,"瓶",75.00,75.00,0,75.00,75.00,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000398	","去皮莴笋","","斤",10.00,"斤",3.80,38.00,0,3.80,38.00,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000374	","白萝卜","","斤",16.60,"斤",1.20,19.92,0,1.20,19.92,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000016887	","心里美","","斤",5.00,"斤",4.50,22.50,0,4.50,22.50,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000367	","胡萝卜","","斤",10.00,"斤",2.60,26.00,0,2.60,26.00,0.00,"",
"東門口奥体店","20260224000029	","2026-02-15","2026-02-28","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000018317	","冰糖菊","","朵",2.00,"朵",5.00,10.00,0,5.00,10.00,0.00,"",
"東門口奥体店","20260224000030	","2026-02-14","2026-02-24","已收货","奥体店仓库","自采","鲜肉冻品类","2000000023571	","牛腱子（犇犇牛）","","斤",5.50,"斤",0.00,0.00,0,0.00,0.00,0.00,"",
"東門口奥体店","20260224000030	","2026-02-14","2026-02-24","已收货","奥体店仓库","自采","鲜肉冻品类","2000000015958	","吊龙（犇犇牛）","","斤",16.20,"斤",0.00,0.00,0,0.00,0.00,0.00,"",
"東門口奥体店","20260224000030	","2026-02-14","2026-02-24","已收货","奥体店仓库","自采","鲜肉冻品类","2000000023588	","板腱（匙柄）（犇犇牛）","","斤",39.80,"斤",14.20,565.16,0,14.20,565.16,0.00,"",
"東門口奥体店","20260224000031	","2026-02-15","2026-02-24","已收货","低值易耗品专用仓","御嘉供应商","员工餐","2000000010625	","当日员工餐合计","","批",1.00,"批",210.30,210.30,0,210.30,210.30,0.00,"",
"東門口奥体店","20260224000032	","2026-02-22","2026-02-24","已收货","奥体店仓库","御嘉供应商","蔬菜、面点","2000000000411	","土豆","","斤",5.00,"斤",1.60,8.00,0,1.60,8.00,0.00,"",
"東門口奥体店","20260224000032	","2026-02-22","2026-02-24","已收货","奥体店仓库","御嘉供应商","调料及自助小料","2000000000695	","大豆油","","桶",2.00,"桶",52.00,104.00,0,52.00,104.00,0.00,"",
